internal_drug_id,source_dataset,source_drug_id,rxcui,mapping_status
DRUG_001744,twosides,CID000002617,,UNRESOLVED
DRUG_001745,twosides,CID000002631,,UNRESOLVED
DRUG_001746,twosides,CID000002637,,UNRESOLVED
DRUG_001747,twosides,CID000002656,,UNRESOLVED
DRUG_001748,twosides,CID000002658,,UNRESOLVED
DRUG_001749,twosides,CID000002676,,UNRESOLVED
DRUG_001750,twosides,CID000002712,,UNRESOLVED
DRUG_001751,twosides,CID000002713,,UNRESOLVED
DRUG_001752,twosides,CID000002818,,UNRESOLVED
DRUG_001753,twosides,CID000002891,,UNRESOLVED
DRUG_001754,twosides,CID000002951,,UNRESOLVED
DRUG_001755,twosides,CID000003032,68373,HIGH_EXACT
DRUG_001756,twosides,CID000003040,,UNRESOLVED
DRUG_001757,twosides,CID000003075,,UNRESOLVED
DRUG_001758,twosides,CID000003161,,UNRESOLVED
DRUG_001759,twosides,CID000003355,,UNRESOLVED
DRUG_001760,twosides,CID000003414,,UNRESOLVED
DRUG_001761,twosides,CID000003419,,UNRESOLVED
DRUG_001762,twosides,CID000003516,5032,HIGH_EXACT
DRUG_001763,twosides,CID000003642,,UNRESOLVED
DRUG_001764,twosides,CID000003911,,UNRESOLVED
DRUG_001765,twosides,CID000003954,,UNRESOLVED
DRUG_001766,twosides,CID000004052,,UNRESOLVED
DRUG_001767,twosides,CID000004200,,UNRESOLVED
DRUG_001768,twosides,CID000004201,6984,HIGH_EXACT
DRUG_001769,twosides,CID000004473,,UNRESOLVED
DRUG_001770,twosides,CID000004585,,UNRESOLVED
DRUG_001771,twosides,CID000004607,,UNRESOLVED
DRUG_001772,twosides,CID000004609,,UNRESOLVED
DRUG_001773,twosides,CID000004645,,UNRESOLVED
DRUG_001774,twosides,CID000004723,7966,HIGH_EXACT
DRUG_001775,twosides,CID000004730,,UNRESOLVED
DRUG_001776,twosides,CID000004739,,UNRESOLVED
DRUG_001777,twosides,CID000004834,,UNRESOLVED
DRUG_001778,twosides,CID000004856,,UNRESOLVED
DRUG_001779,twosides,CID000005090,232158,HIGH_EXACT
DRUG_001780,twosides,CID000005297,,UNRESOLVED
DRUG_001781,twosides,CID000005412,,UNRESOLVED
DRUG_001782,twosides,CID000005721,,UNRESOLVED
DRUG_001783,twosides,CID000005771,,UNRESOLVED
DRUG_001784,twosides,CID000006691,,UNRESOLVED
DRUG_001785,twosides,CID000009052,,UNRESOLVED
DRUG_001786,twosides,CID000010631,6691,HIGH_EXACT
DRUG_001787,twosides,CID000012620,594680,HIGH_EXACT
DRUG_001788,twosides,CID000014888,18330,HIGH_EXACT
DRUG_001789,twosides,CID000019090,6703,HIGH_EXACT
DRUG_001790,twosides,CID000024011,,UNRESOLVED
DRUG_001791,twosides,CID000024486,,UNRESOLVED
DRUG_001792,twosides,CID000027686,,UNRESOLVED
DRUG_001793,twosides,CID000027991,,UNRESOLVED
DRUG_001794,twosides,CID000028112,,UNRESOLVED
DRUG_001795,twosides,CID000032797,,UNRESOLVED
DRUG_001796,twosides,CID000038904,,UNRESOLVED
DRUG_001797,twosides,CID000041774,,UNRESOLVED
DRUG_001798,twosides,CID000048175,,UNRESOLVED
DRUG_001799,twosides,CID000054808,,UNRESOLVED
DRUG_001800,twosides,CID000060612,,UNRESOLVED
DRUG_001801,twosides,CID000060754,,UNRESOLVED
DRUG_001802,twosides,CID000062924,,UNRESOLVED
DRUG_001803,twosides,CID000065027,,UNRESOLVED
DRUG_001804,twosides,CID000071158,82819,HIGH_EXACT
DRUG_001805,twosides,CID000072467,,UNRESOLVED
DRUG_001806,twosides,CID000074989,,UNRESOLVED
DRUG_001807,twosides,CID000083786,,UNRESOLVED
DRUG_001808,twosides,CID000087177,,UNRESOLVED
DRUG_001809,twosides,CID000119607,278567,HIGH_EXACT
DRUG_001810,twosides,CID000130881,118463,HIGH_EXACT
DRUG_001811,twosides,CID000151165,,UNRESOLVED
DRUG_001812,twosides,CID000160051,,UNRESOLVED
DRUG_001813,twosides,CID000176168,,UNRESOLVED
DRUG_001814,twosides,CID000443871,,UNRESOLVED
DRUG_001815,twosides,CID000444013,228833,HIGH_EXACT
DRUG_001816,twosides,CID000504578,,UNRESOLVED
DRUG_001817,twosides,CID000508230,,UNRESOLVED
DRUG_001818,twosides,CID003081884,,UNRESOLVED
DRUG_001819,twosides,CID003086258,,UNRESOLVED
DRUG_001820,twosides,CID003468412,,UNRESOLVED
DRUG_001821,twosides,CID004475485,,UNRESOLVED
DRUG_001822,twosides,CID004479097,,UNRESOLVED
DRUG_001823,twosides,CID005281007,,UNRESOLVED
DRUG_001824,twosides,CID005282044,,UNRESOLVED
DRUG_001825,twosides,CID005311039,,UNRESOLVED
DRUG_001826,twosides,CID005311048,,UNRESOLVED
DRUG_001827,twosides,CID005311082,,UNRESOLVED
DRUG_001828,twosides,CID005311297,,UNRESOLVED
DRUG_001829,twosides,CID005353980,,UNRESOLVED
DRUG_001830,twosides,CID005362070,,UNRESOLVED
DRUG_001831,twosides,CID005381226,,UNRESOLVED
DRUG_001832,twosides,CID005473385,,UNRESOLVED
DRUG_001833,twosides,CID005487301,,UNRESOLVED
DRUG_001834,twosides,CID005493381,,UNRESOLVED
DRUG_001835,twosides,CID006398525,,UNRESOLVED
DRUG_001836,twosides,CID006918453,,UNRESOLVED
